구분,상호,업종,소재지,주소,전화번호,할인내용
2713,다닭다닭,음식,진천군,충청북도 진천군 진천읍 상산로 77-11,043-535-8899,다자녀카드결제시 5%할인
2714,다문화카페 커피나무,음식업,진천군,충청북도 진천군 진천읍 중앙북1길3,043-536-5981,다자녀카드 결제 시 2%할인
2715,다비치안경진천읍사무소앞점,안경,진천군,충청북도 진천군 진천읍 읍내리 417-16,043-536-0220,다자녀카드 결제시 10%할인
2716,다올,한식,진천군,충청북도 진천군 문백면 문진로 636,043-532-3561,다자녀우대카드결제시 2%할인
2717,다원식당,한식,진천군,충청북도 진천군 진천읍 중앙북2안길로 2,043-533-4163,다자녀카드 결재시 3%할인
2718,다원회포차,음식업,진천군,충청북도 진천군 광혜원면 화랑5길 21,043-534-9662,세자녀 동반 시 음료서비스
2719,단골집,음식업,진천군,충청북도 진천군 초평면 초평로 1053,043-532-6171,주중 두자녀이상 동행시 다자녀카드 10%할인
2720,달구지막창,음식업,진천군,충청북도 진천군 진천읍 상산로 59,043-535-9295,다자녀카드 결제시 5%할인
2721,달려라포차,음식업,진천군,충청북도 진천군 진천읍 남산8길 6,043-533-9778,세자녀 동반 시 음료서비스
2722,대가,음식업,진천군,충청북도 진천군 덕산면 용몽2길 17-5,043-536-5242,토..일. 공휴일에 한하여 3자녀 이상가족 5% 할인
2723,대구황금막창,음식업,진천군,충청북도 진천군 광혜원면 화랑5길 20,043-930-5333,세자녀이상 동반시 음료서비스
2724,대만족,음식점,진천군,충청북도 진천군 광혜원면 화랑3길 13,043-532-3999,음료수서비스
2725,대명가,음식업,진천군,충청북도 진천군 진천읍 읍내리 324-2,043-534-3033,주말3자녀 동행 가족 고객에 한하여 10%할인
2726,대명종합건재,철물합판외,진천군,충청북도 진천군 초평면 초평로 517,043-534-4630,다자녀카드 3%할인
2727,대복칼국수,음식업,진천군,충청북도 진천군 진천읍 원덕로 233,043-534-6001,다자녀카드 결재시 2%할인
2728,대산컨테이너,건축,진천군,충청북도 진천군 광혜원면 회죽 1길 113,,다자녀카드 2%할인 
2729,대상오리,음식업,진천군,충청북도 진천군 광혜원면 화랑4길 11,,세자녀이상 동반시 3%할인
2730,대성곰탕,한식,진천군,충청북도 진천군 광혜원면 진광로 903,043-532-5950,다자녀카드 결재시 5%할인
2731,대성떡방앗간,제조업,진천군,충청북도 진천군 진천읍 상산로 66,043-533-2858,다자녀카드 결제시 5%할인
2732,대성사진관,사진관,진천군,충청북도 진천군 진천읍 상산로 81,043-533-2297,가족 인물 아기사진 촬영금액 10% 할인
2733,대성전자,가전업,진천군,충청북도 진천군 진천읍 중앙8동 2,043-533-7171,다자녀카드결제시 5%할인
2734,대신문구할인점,문구점,진천군,충청북도 진천군 진천읍 상산로 92,043-533-1515,카드 지참시 5-10% 할인
2735,대영농장 생고기,음식업,진천군,충청북도 진천군 초평면 용기리 ,043-838-5677,식비 5% 할인
2736,대영스포츠의료기,의료기,진천군,충청북도 진천군 진천읍 상산로 32,043-535-8850,다자녀카드 결재시 3%할인
2737,대죽기사식당,음식업,진천군,충청북도 진천군 백곡면 백곡로 522-1,043-532-4959,다자녀카드 결재시 3%할인
2738,대풍농약사,농약,진천군,충청북도 진천군 진천읍 중앙동로 61,043-533-2296,다자녀카드 3%할인
2739,대한식당,음식업,진천군,충청북도 진천군 덕산면 초금로 756-11,043-536-5859,다자녀카드 결제시 3%할인
2740,대화엔지니어링,철거방수외,진천군,충청북도 진천군 진천읍 문화로 24-5,,다자녀카드 3%할인
2741,더도넛,음식업(케잌),진천군,충청북도 진천군 진천읍 상산로 91,043-537-3210,다자녀카드 결제시 5%할인
2742,더베이지,의류,진천군,충청북도 진천군 진천읍 상산로 82-2,070-4201-3394,다자녀카드 결재시 3%할인
2743,덕산대반점,음식업,진천군,충청북도 진천군 덕산면 덕금로 775-1,043-536-3370,다자녀카드 5%할인(3만원 이상 결제시)
2744,덕산사랑채,음식업,진천군,충청북도 진천군 덕산면 초금로 737,043-536-5255,다자녀카드 2%할인 
2745,덕산정,음식업,진천군,충청북도 진천군 덕산면 초금로 722,043-532-2392,다자녀카드 결제시 3%할인
2746,덕산최씨네떡방앗간,임가공업,진천군,충청북도 진천군 덕산면 초금로 755,043-536-4145,다자녀카드 결제시 3%할인
2747,덕산페리카나,치킨,진천군,충청북도 진천군 덕산면 덕금로 809,043-536-5888,다자녀카드 결제시 3%할인
2748,덕산형제떡집,가공업,진천군,충청북도 진천군 덕산면 초금로 733,043-532-3694,다자녀카드 3%할인 
2749,덕산화원화장품,화장품,진천군,충청북도 진천군 덕산면 초금로 747-1,043-536-3078,다자녀카드 10%할인 
2750,덕현칼국수,요식업,진천군,충청북도 진천군 덕산읍 석장2길 23,043-536-0070,다자녀카드 2%할인 
2751,도레미식당,음식업한식,진천군,충청북도 진천군 진천읍 중앙북1길17-10,043-532-3104,판매액의 3%할인
2752,도메마트,소매,진천군,충청북도 진천군 진천읍 중앙동로 92,043-536-6601,다자녀카드결제시 5%할인
2753,돈사랑가마솥삼겹살,음식업,진천군,충청북도 진천군 덕산면 초금로 740-1,043-536-3256,다자녀카드 3%할인 
2754,돈스쿨,음식업,진천군,충청북도 진천군 광혜원면 화랑5길 10,043-535-1237,다자녀카드 2%할인 
2755,돈통,음식업,진천군,충청북도 진천군 광혜원면 화랑2길 12-3,043-532-6692,세자녀이상 동반시 음료서비스
2756,동양쌀상회,쌀잡곡,진천군,충청북도 진천군 진천읍 중앙동6길 10-2,043-533-7875,카드지참 5% 할인
2757,동인의료기,의료기,진천군,충청북도 진천군 진천읍 중앙북로 33,043-533-8490,다자녀카드 2%할인
2758,동일광고,서비스업,진천군,충청북도 진천군 이월면 진광로 804,043-537-0258,다자녀카드 결제시 2%할인
2759,동해수산,횟집,진천군,충청북도 진천군 남산10길 33,043-536-2659,다자녀카드 결제시 5%할인
2760,동해안해물탕,음식업,진천군,충청북도 진천군 진천읍 중앙서로 21-3,043-533-9665,다자녀카드 결제시 5%할인
2761,동해활어회해물탕,일식,진천군,충청북도 진천군 덕산면 초금로 720,043-536-8664,다자녀카드결제시 5%할인
2762,동화나라,의류,진천군,충청북도 진천군 진천읍 상산로 78,043-533-2662,다자녀우대카드 제시시 전품목 5% 할인
2763,돼갈장군,음식업,진천군,충청북도 진천군 광혜원면 화랑5길 15,043-534-5392,세자녀 동반 시 음료서비스
2764,돼지네식당,음식업,진천군,충청북도 진천군 이월면 진광로 788,043-532-1844,주말 3자녀 동반 시 3%할인
2765,두레가든,음식업,진천군,충청북도 진천군 덕산면 신평길 3,043-537-7891,다자녀카드 5%할인 
2766,두부촌,음식업,진천군,충청북도 진천군 진천읍 사석리 717-4,043-533-9946,5%할인
2767,두영식당,음식업,진천군,충청북도 진천군 진천읍 중앙서1길 6-4,043-535-9624,다자녀카드 결제시 5%할인
2768,드림 헤어샵,미용업,진천군,충청북도 진천군 진천읍 중앙동로 74-1,043-533-0269,다자녀카드결제시 5%할인
2769,드림스포츠,스포츠용품,진천군,충청북도 진천군 진천읍 문화로 41-1,043-534-9952,다자녀카드 결재시 2%할인
2770,디딤돌 플러스,학원,진천군,충청북도 진천군 진천읍 상산로 70,043-537-3939,다자녀카드결재시 3%할인
2771,땡초닭발,음식업,진천군,충청북도 진천군 덕산면 예지로 87,043-536-2929,세자녀 동반 시 음료서비스
2772,또또크리닝,세탁,진천군,충청북도 진천군 진천읍 중앙동6길 19,043-537-5033,다자녀카드 결제시 5%할인
2773,또래오래치킨목우촌참피자,음식업,진천군,충청북도 진천군 광혜원면 화랑1길 16-1,043-534-9289,다자녀카드 2%할인 
2774,또봉이통닭덕산점,음식업,진천군,충청북도 진천군 덕산면 초금로 762,043-532-3307,세자녀 동반 시 음료서비스
2775,또와요식당,음식업,진천군,충청북도 진천군 진천읍 상산로 77-10,043-532-1010,다자녀카드 소지자 5%할인
2776,뚜레쥬르 광혜원점,제과업,진천군,충청북도 진천군 광혜원면 장기길 92-1,043-532-0528,다자녀카드 2%할인 
2777,뚝심숯불갈비,음식업,진천군,충청북도 진천군 이월면 대막1길 3,043-536-4567,다자녀 카드결제시 식대료 10%할인 및 음료 서비스
2778,라면에는 김밥,음식업,진천군,충청북도 진천군 덕산면 합목3길 6,043-535-5001,세자녀 동반 시 음료서비스
2779,록원,음식업,진천군,충청북도 진천군 진천읍 중앙동4길 16,043-534-7898,다자녀카드 결제시 20%할인
2780,롯데델리,제과점,진천군,충청북도 진천군 진천읍 중앙동로 133-1,043-534-6483,다자녀우대카드 결제시 2%할인
2781,류미아헤어,서비스업,진천군,충청북도 진천군 광혜원면 진광로 903,043-535-6757,다자녀카드 결제시 2%할인
2782,립 생거판화미술관,판화전시,진천군,충청북도 진천군 진천읍 장관리 697-3,043-539-3607,관람료 50%할인
2783,링코,문구사무용품,진천군,충청북도 진천군 진천읍 문화로 266,043-533-5151,다자녀카드 결재시 2%할인
2784,마라도횟집,음식업,진천군,충청북도 진천군 광혜원면 화랑길 115,043-535-0737,주말 세자녀이상 동행가족 고객에 한하여 10%할인
2785,마산아구찜,음식업,진천군,충청북도 진천군 광혜원면 화랑3길 18,043-535-3331,주말 3자녀 이상 동행 가족고객에 한하여 20%할인
2786,마운티아,등산의류,진천군,충청북도 진천군 진천읍 상산로 79-1,043-535-5945,다자녀카드 소지자 5%할인
2787,만나뼈해장국,음식업,진천군,충청북도 진천군 광혜원면 화랑5길 36,043-535-9106,다자녀카드 2%할인 
2788,만나식당,음식업,진천군,충청북도 진천군 진천읍 중앙서2길 8,043-533-2578,5% 할인
2789,만나식당,음식업,진천군,충청북도 진천군 문백면 봉죽리 315-5,043-532-2887,다자녀카드 결재시 3%할인
2790,만뢰산 건강원,서비스,진천군,충청북도 진천군 진천읍 중앙동8길 30,043-534-3284,다자녀카드 결제시 5%할인
2791,만물상회,소매업(잡곡),진천군,충청북도 진천군 진천읍 남산10길 27,043-532-0225,다자녀카드 결제시 5%할인
2792,만사성,중식,진천군,충청북도 진천군 덕산면 덕금로 493,043-535-5282,다자녀카드결제시 10%할인
2793,만사성 손짜장,중식,진천군,충청북도 진천군 진천읍 문화로 78,043-539-2474,다자녀카드 결재시 2%할인
2794,만승태권도장,학원,진천군,충청북도 진천군 광혜원면 화랑5길 9,043-535-9093,① 수강료 5000원 할인② 도복 제공 및 수련비 할인③ 오후 9시까지 무료보육 실시
2795,만인,음식업,진천군,충청북도 진천군 이월면 진광로 827,043-536-2466,다자녀카드 3%할인
2796,만평종합건재,철물건재,진천군,충청북도 진천군 이월면 진광로 771,043-536-8069,다자녀카드 결제 시 2%할인
2797,말포정육숯불구이,음식업,진천군,충청북도 진천군 덕산면 초금로 755,,다자녀카드 5%할인 
2798,맘찬,음식업,진천군,충청북도 진천군 진천읍 중앙동로 137,043-533-5986,세자녀 동반 시 음료서비스
2799,맛봉뼈다귀해장국,음식점,진천군,충청북도 진천군 광혜원면 장기길 12,043-532-1842,다자녀카드결제시 3%할인
2800,맛이야기,음식업,진천군,충청북도 진천군 이월면 진광로 788,043-536-5392,5%할인
2801,맛집 강정식 백반,한식,진천군,충청북도 진천군 이월면 진광로 869,043-535-0082,다자녀카드 결재시 5%할인
2802,매직큐 당구장,당구장,진천군,충청북도 진천군 광혜원면 중리1길 29,,다자녀카드 2%할인 
2803,맹동집,음식업,진천군,충청북도 진천군 덕산면 용몽로 5,043-537-4038,다자녀카드 5%할인 
2804,명공사,귀금속,진천군,충청북도 진천군 진천읍 중앙동로 53,043-533-8830,시계구입시 10%할인
2805,명당식당,음식업,진천군,충청북도 진천군 문백면 봉죽길 9,043-536-2805,다자녀카드 결재시 3%할인
2806,명동헤어코디,미용업,진천군,충청북도 진천군 진천읍 중앙북5길 26,043-533-5124,카드소지자 미용료 10% 할인
2807,명보미용실,미용업,진천군,충청북도 진천군 진천읍 남산8길 2-2,043-533-1301,5만원이상 파마고객에 한하여 10% 할인다자녀카드 소지 중고생 켓트에 한하여 10% 할인
2808,명인코다리순두부,한식,진천군,충청북도 진천군 진천읍 중앙서로 73,043-533-1881,다자녀우대카드 결제시(이만원 이상) 음료수 서비스제공
2809,문백 생고기식당,음식업,진천군,충청북도 진천군 문백면 문진로 497,043-532-2555,다자녀카드 결재시 3%할인
2810,문백 손칼국수,음식업,진천군,충청북도 진천군 문백면 문진로 469-3,043-532-1966,다자녀카드 결재시 3%할인
2811,문화상사,만물잡화,진천군,충청북도 진천군 진천읍 문화로 274(1층),043-533-3057,물품구입시 3%할인
2812,문화숯불갈비,음식업,진천군,충청북도 진천군 문백면 봉죽길 18,043-532-9057,둘째아 이상 가족동반식사시 음료수 무료제공(아동기준 2인1병)
2813,문화슈퍼(캠프),서비스업/요식업,진천군,충청북도 진천군 이월면 문화마을길2,043-536-1317,다자녀카드 결제시 2%할인
2814,문화정,음식업,진천군,충청북도 진천군 이월면 송림리 357-1,043-532-8643,다자너카드 결제시 2%할인
2815,뮤직뱅크노래연습장,노래방,진천군,충청북도 진천군 진천읍 남산길 88,043-533-0095,다자녀카드 2%할인
2816,미다래식당,음식업,진천군,충청북도 진천군 진천읍 사랑재길 15-8,043-534-3260,다자녀카드 결제시 10% 할인
